125	1335	17	17.1
1146	1337	6	36.61
6443	126	11	40.89
220	171	25	7.43
115	32431	4	24.9
44671	116	3	18.7
277	2362	3	8.54
1713	717	3	13.21
251	2280	7	28.66
694	715	3	8.2
252	2396	6	23.37
154	2222	6	9.85
795	17891	8	112.57
156	2978	7	17.84
311	1166	6	18.58
277	394	7	7.71
823	174	21	57.12
37724	105	3	16.02
122	2821	13	21.69
28243	103	4	10.91
1544	158	6	6.75
3072	222	3	8.26
25168	101	4	10.16
197	5686	3	10.59
103	4551	21	29.08
14	5914	32	6.89
337	10010	11	113.27
18418	136	4	20.14
103	6412	10	7.48
936	104	61	48.49
15602	151	7	50.5
2401	249	3	7.72
9336	485	18	234.97
2404	611	4	21.59
133	7361	4	9.35
454	379	5	8.14
4787	14	41	8.83
106	2569	13	7.7
105	2199	18	13.87
102	4054	16	7.75
2778	110	10	6.81
14666	103	7	16.01
34857	113	4	23.98
1854	16	10	21.12
15339	122	3	8.21
165	921	9	10.09
672	456	5	13.91
5845	224	3	12.6
159	1647	12	29
129	505	29	20.2
102	1701	36	11.21
14	1453	152	20.51
11122	131	3	7.96
1211	168	11	21.11
102	3407	21	12.79
289	1202	8	27.74
106	2849	39	112.28
19083	138	4	22.27
104	2602	21	15.86
1411	4592	5	44.65
151	35963	3	25.7
324	992	8	27.85
319	1172	5	14.22
672	623	3	7.29
160	2132	8	18.05
456	7540	5	40.42
636	635	3	7
1184	548	5	20.83
102	1422	38	6.7
192	792	30	112.96
122	33143	4	26.55
258	2663	3	8.71
16334	117	5	19.97
14	1670	131	21.01
549	120	28	9.23
135	5681	4	7.66
103	4704	14	9.74
996	231	5	8.3
104	6817	8	7.86
9309	108	6	11.07
143	9876	3	8.79
13049	367	3	23.37
936	983	3	11.55
2987	33822	4	67.14
103	7188	10	9.96
5120	200	4	15.53
2346	11256	14	228.76
2404	460	8	49.92
115	8927	5	10.5
102	33890	4	14.63
117	31474	3	14.78
121	495	45	37.53
3727	276	4	17.6
42174	1563	3	46.17
2392	249	4	12.42
112	13262	4	9.2
8714	143	6	24.34
248	1501	16	77.92
312	1823	29	211.3
35419	108	3	16.15
6118	102	13	12.46
11365	107	6	14.47
1933	181	6	12.98
136	8386	3	6.82
5098	14	38	8.18
121	7191	8	22.96
122	6812	27	179.24
113	10412	16	95.92
101	21298	4	7.87
525	134	21	11.13
102	28857	3	6.83
1288	298	6	18.48
482	8080	3	22.06
1797	109	26	34.33
329	242	9	7.85
681	2339	4	22.12
5246	340	4	23.21
7484	126	4	7.72
1297	18612	8	119.71
681	9	5	10.89
3232	167	5	11.85
1191	540	3	9.46
101	30843	3	6.96
1220	918	3	12.62
112	872	30	18.04
113	732	62	92.29
110	1292	20	10.33
5130	9893	3	38.25
295	2446	5	20
4534	169	4	10.82
140	6037	5	13.52
2618	210	4	10.64
575	600	6	19.86
1087	275	7	20.29
6199	152	3	7.36
5077	111	17	49.59
113	6437	13	39.68
382	252	15	30.38
1436	1128	4	21.66
2939	927	3	18.65
112	33386	4	23.62
120	1295	42	92.16
1839	2882	3	22.05
